ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
3556875,HK642208,09/22/2004 09:00:00 PM,059XX S ALBANY AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,0824,008,16,66,07,1156729,1865182,2004,04/15/2016 08:55:02 AM,41.785831669,-87.700900198,"(41.785831669, -87.700900198)"
3556876,HK617806,09/12/2004 12:15:00 AM,036XX N LARAMIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1634,016,38,15,18,1141045,1923899,2004,04/15/2016 08:55:02 AM,41.947261136,-87.756960733,"(41.947261136, -87.756960733)"
3556878,HK640835,09/22/2004 03:54:04 PM,061XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0311,003,20,40,14,1179975,1864362,2004,04/15/2016 08:55:02 AM,41.783080689,-87.615694654,"(41.783080689, -87.615694654)"
3556879,HK641320,09/22/2004 06:40:00 PM,005XX W 119TH ST,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,false,false,0524,005,34,53,08B,1174630,1825979,2004,04/15/2016 08:55:02 AM,41.677873345,-87.636430416,"(41.677873345, -87.636430416)"
3556880,HK640235,09/16/2004 11:00:00 AM,005XX N KEDZIE AVE,0820,THEFT,$500 AND UNDER,VACANT LOT/LAND,false,false,1121,011,27,23,06,1154949,1903386,2004,04/15/2016 08:55:02 AM,41.890703831,-87.70640419,"(41.890703831, -87.70640419)"
3556881,HK612393,09/09/2004 12:20:00 PM,039XX W JACKSON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1132,011,28,26,18,1150203,1898398,2004,04/15/2016 08:55:02 AM,41.87711005,-87.723964016,"(41.87711005, -87.723964016)"
3556882,HK597923,09/02/2004 02:09:28 PM,069XX S INDIANA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0322,003,6,69,18,1178791,1859090,2004,04/15/2016 08:55:02 AM,41.768640814,-87.620195828,"(41.768640814, -87.620195828)"
3556883,HK621643,09/16/2004 03:45:00 PM,042XX W WEST END AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,true,false,1114,011,28,26,18,1148137,1900637,2004,04/15/2016 08:55:02 AM,41.883294122,-87.731492186,"(41.883294122, -87.731492186)"
3556884,HK640332,09/22/2004 11:50:00 AM,008XX E 103RD ST,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,0512,005,9,50,06,1183988,1836860,2004,04/15/2016 08:55:02 AM,41.707519433,-87.601839023,"(41.707519433, -87.601839023)"
3556885,HK640756,03/01/2004 12:00:00 AM,061XX S COTTAGE GROVE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,0313,003,20,42,20,1182620,1864459,2004,04/15/2016 08:55:02 AM,41.783285879,-87.605994327,"(41.783285879, -87.605994327)"
3556886,HK642472,09/16/2004 06:00:00 PM,045XX N MERRIMAC AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,1622,016,38,15,14,1133865,1929534,2004,04/15/2016 08:55:02 AM,41.962853615,-87.783219984,"(41.962853615, -87.783219984)"
3556887,HK640433,09/22/2004 09:30:00 AM,002XX W 119TH ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,0522,005,34,53,06,1176642,1826025,2004,04/15/2016 08:55:02 AM,41.677954683,-87.629064468,"(41.677954683, -87.629064468)"
3556888,HK641002,09/22/2004 04:37:21 PM,069XX S OGLESBY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0331,003,5,43,14,1192967,1859398,2004,04/15/2016 08:55:02 AM,41.7691517,-87.568224513,"(41.7691517, -87.568224513)"
3556889,HK639286,09/21/2004 08:30:00 PM,039XX W WASHINGTON BLVD,0860,THEFT,RETAIL THEFT,GAS STATION,true,false,1122,011,28,26,06,1150041,1900125,2004,04/15/2016 08:55:02 AM,41.881852284,-87.724513856,"(41.881852284, -87.724513856)"
3556890,HK621644,09/16/2004 03:45:00 PM,042XX W WEST END AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,true,false,1114,011,28,26,18,1148137,1900637,2004,04/15/2016 08:55:02 AM,41.883294122,-87.731492186,"(41.883294122, -87.731492186)"
3556892,HK621645,09/16/2004 03:50:00 PM,042XX W WEST END AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,true,false,1114,011,28,26,18,1148137,1900637,2004,04/15/2016 08:55:02 AM,41.883294122,-87.731492186,"(41.883294122, -87.731492186)"
3556893,HK596097,09/01/2004 04:45:46 PM,034XX W MONROE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1123,011,28,27,18,1153480,1899322,2004,04/15/2016 08:55:02 AM,41.879581128,-87.711907184,"(41.879581128, -87.711907184)"
3556894,HK615409,09/10/2004 08:15:00 PM,0000X E 59TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0233,002,20,40,14,1177873,1865919,2004,04/15/2016 08:55:02 AM,41.787401135,-87.623354067,"(41.787401135, -87.623354067)"
3556895,HK642484,07/28/2004 12:00:00 PM,025XX W ARTHINGTON ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,1135,011,28,28,06,1159680,1895957,2004,04/15/2016 08:55:02 AM,41.870221805,-87.68923437,"(41.870221805, -87.68923437)"
3556896,HK640435,09/22/2004 11:00:00 AM,040XX W HARRISON ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1132,011,24,26,06,1149575,1897056,2004,04/15/2016 08:55:02 AM,41.873439661,-87.726304718,"(41.873439661, -87.726304718)"
3556897,HK627247,09/16/2004 09:35:00 AM,043XX W 19TH ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,CHA PARKING LOT/GROUNDS,true,false,1012,010,24,29,18,1147745,1890293,2004,04/15/2016 08:55:02 AM,41.854916478,-87.733197202,"(41.854916478, -87.733197202)"
3556898,HK640410,09/22/2004 09:30:00 AM,002XX W 119TH ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,0522,005,34,53,06,1176642,1826025,2004,04/15/2016 08:55:02 AM,41.677954683,-87.629064468,"(41.677954683, -87.629064468)"
3556899,HK628634,09/16/2004 10:11:23 PM,011XX N PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,true,false,1112,011,27,23,18,1149510,1907359,2004,04/15/2016 08:55:02 AM,41.901713467,-87.72627576,"(41.901713467, -87.72627576)"
3556900,HK640053,09/19/2004 11:30:00 AM,111XX S CORLISS AVE,0810,THEFT,OVER $500,GAS STATION,false,false,0531,005,9,50,06,1184369,1831492,2004,04/15/2016 08:55:02 AM,41.692780068,-87.600611049,"(41.692780068, -87.600611049)"
3556901,HK627251,09/16/2004 10:50:00 AM,043XX W 19TH ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,CHA PARKING LOT/GROUNDS,true,false,1012,010,24,29,18,1147745,1890293,2004,04/15/2016 08:55:02 AM,41.854916478,-87.733197202,"(41.854916478, -87.733197202)"
3556902,HK636908,09/20/2004 07:45:00 PM,060XX S EBERHART AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,false,false,0313,003,20,42,15,1180631,1865173,2004,04/15/2016 08:55:02 AM,41.7852911,-87.613264669,"(41.7852911, -87.613264669)"
3556903,HK640766,09/22/2004 07:00:00 AM,033XX W JACKSON BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,1134,011,28,27,06,1154305,1898496,2004,04/15/2016 08:55:02 AM,41.877298067,-87.708899957,"(41.877298067, -87.708899957)"
3556904,HK639739,09/22/2004 04:30:00 AM,073XX W TOUHY AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,true,true,1611,016,41,9,04B,1126578,1947267,2004,04/15/2016 08:55:02 AM,42.011639985,-87.809613462,"(42.011639985, -87.809613462)"
3556905,HK627252,09/16/2004 11:25:00 AM,043XX W 19TH ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,CHA PARKING LOT/GROUNDS,true,false,1012,010,24,29,18,1147745,1890293,2004,04/15/2016 08:55:02 AM,41.854916478,-87.733197202,"(41.854916478, -87.733197202)"
3556906,HK596586,09/01/2004 08:30:56 PM,003XX N CENTRAL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1512,015,29,25,18,1138984,1901661,2004,04/15/2016 08:55:02 AM,41.886275336,-87.765078145,"(41.886275336, -87.765078145)"
3556907,HK631381,09/18/2004 09:00:00 AM,044XX S FEDERAL ST,2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,CHA APARTMENT,true,false,0221,002,3,38,18,1176436,1875603,2004,04/15/2016 08:55:02 AM,41.814007401,-87.628331665,"(41.814007401, -87.628331665)"
3556908,HK642306,09/09/2004 07:00:00 AM,052XX W LAKE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1523,015,28,25,26,1141210,1902043,2004,04/15/2016 08:55:02 AM,41.88728285,-87.756894211,"(41.88728285, -87.756894211)"
3556910,HK637793,09/20/2004 03:15:00 PM,050XX N CLARK ST,0460,BATTERY,SIMPLE,CTA BUS,true,false,2032,020,46,3,08B,1165186,1933366,2004,04/15/2016 08:55:02 AM,41.972759229,-87.667954501,"(41.972759229, -87.667954501)"
3556911,HK631382,09/18/2004 09:00:00 AM,044XX S FEDERAL ST,2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,CHA PARKING LOT/GROUNDS,true,false,0221,002,3,38,18,1176436,1875603,2004,04/15/2016 08:55:02 AM,41.814007401,-87.628331665,"(41.814007401, -87.628331665)"
3556913,HK637892,09/21/2004 10:15:00 AM,029XX W POLK ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,1135,011,28,27,08A,1156879,1896229,2004,04/15/2016 08:55:02 AM,41.871025414,-87.699510379,"(41.871025414, -87.699510379)"
3556914,HK596871,09/01/2004 10:30:00 PM,065XX S HAMLIN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0833,008,13,65,18,1152160,1861151,2004,04/15/2016 08:55:02 AM,41.774860982,-87.717758324,"(41.774860982, -87.717758324)"
3556915,HK642492,09/22/2004 06:30:00 PM,056XX N WINTHROP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2022,020,48,77,14,1167855,1937525,2004,04/15/2016 08:55:02 AM,41.984114337,-87.658019534,"(41.984114337, -87.658019534)"
3556916,HK631383,09/18/2004 09:00:00 AM,044XX S FEDERAL ST,2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,CHA APARTMENT,true,false,0221,002,3,38,18,1176436,1875603,2004,04/15/2016 08:55:02 AM,41.814007401,-87.628331665,"(41.814007401, -87.628331665)"
3556917,HK641217,09/22/2004 06:04:00 PM,048XX N SHERIDAN RD,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,true,false,2024,020,46,3,26,1168766,1932143,2004,04/15/2016 08:55:02 AM,41.969326227,-87.654825814,"(41.969326227, -87.654825814)"
3556919,HK587746,08/28/2004 06:18:26 PM,019XX E 74TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0333,003,8,43,14,1190682,1856294,2004,04/15/2016 08:55:02 AM,41.760689545,-87.576700176,"(41.760689545, -87.576700176)"
3556920,HK641861,09/23/2004 01:38:00 AM,046XX W HURON ST,051B,ASSAULT,AGGRAVATED: OTHER FIREARM,STREET,true,false,1111,011,28,25,04A,1145167,1904234,2004,04/15/2016 08:55:02 AM,41.893221344,-87.742307357,"(41.893221344, -87.742307357)"
3556921,HK631384,09/18/2004 09:00:00 AM,044XX S FEDERAL ST,2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,CHA PARKING LOT/GROUNDS,true,false,0221,002,3,38,18,1176436,1875603,2004,04/15/2016 08:55:02 AM,41.814007401,-87.628331665,"(41.814007401, -87.628331665)"
3556922,HK639520,09/21/2004 11:10:00 PM,014XX W OLIVE AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK,true,false,2013,020,48,77,17,1165679,1937652,2004,04/15/2016 08:55:02 AM,41.984509629,-87.666018868,"(41.984509629, -87.666018868)"
3556923,HK597021,09/02/2004 12:41:44 AM,035XX W NORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,1422,014,26,23,18,1152394,1910402,2004,04/15/2016 08:55:02 AM,41.910007254,-87.715601921,"(41.910007254, -87.715601921)"
3556924,HK642493,09/23/2004 12:00:00 AM,082XX S KIMBARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0411,004,8,45,14,1186309,1850578,2004,04/15/2016 08:55:02 AM,41.745108717,-87.592907475,"(41.745108717, -87.592907475)"
3556927,HK640064,09/22/2004 09:30:00 AM,003XX W 100TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0511,005,9,49,14,1175747,1838616,2004,04/15/2016 08:55:02 AM,41.712526285,-87.63196518,"(41.712526285, -87.63196518)"
3556928,HK611038,09/08/2004 06:30:00 PM,055XX S PRAIRIE AVE,0890,THEFT,FROM BUILDING,APARTMENT,true,false,0233,002,20,40,06,1178989,1868171,2004,04/15/2016 08:55:02 AM,41.793555476,-87.619193621,"(41.793555476, -87.619193621)"
3556929,HK631385,09/18/2004 09:40:00 AM,044XX S FEDERAL ST,2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,CHA PARKING LOT/GROUNDS,true,false,0221,002,3,38,18,1176436,1875603,2004,04/15/2016 08:55:02 AM,41.814007401,-87.628331665,"(41.814007401, -87.628331665)"
3556930,HK642503,09/22/2004 10:30:00 PM,021XX N HAMLIN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2525,025,26,22,07,1150691,1914148,2004,04/15/2016 08:55:02 AM,41.920320109,-87.721759967,"(41.920320109, -87.721759967)"
3556931,HK641111,09/22/2004 05:55:15 PM,071XX S YATES BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0334,003,5,43,14,1193450,1858357,2004,04/15/2016 08:55:02 AM,41.766283315,-87.566488118,"(41.766283315, -87.566488118)"
3556932,HK642538,09/22/2004 05:00:00 PM,001XX E WACKER DR,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,0124,001,42,32,06,1177683,1902638,2004,04/15/2016 08:55:02 AM,41.888165132,-87.622937212,"(41.888165132, -87.622937212)"
3556933,HK602101,09/04/2004 12:15:00 PM,037XX S COTTAGE GROVE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,true,false,0212,002,4,36,18,1181875,1880230,2004,04/15/2016 08:55:02 AM,41.826580054,-87.608237912,"(41.826580054, -87.608237912)"
3556934,HK642529,09/23/2004 12:00:00 AM,034XX N HARLEM AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,1632,016,36,17,14,1127468,1922066,2004,04/15/2016 08:55:02 AM,41.942470854,-87.80690853,"(41.942470854, -87.80690853)"
3556936,HK597606,09/02/2004 11:28:36 AM,065XX S UNION AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,true,false,0723,007,20,68,18,1172635,1861458,2004,04/15/2016 08:55:02 AM,41.775276734,-87.64269084,"(41.775276734, -87.64269084)"
3556937,HK639786,09/22/2004 06:55:00 AM,061XX W LAWRENCE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,true,true,1622,016,38,15,26,1134490,1931254,2004,04/15/2016 08:55:02 AM,41.967562428,-87.780881275,"(41.967562428, -87.780881275)"
3556939,HK640376,09/22/2004 03:30:00 AM,067XX N OLMSTED AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,false,false,1612,016,41,9,05,1124400,1943960,2004,04/15/2016 08:55:02 AM,42.002601552,-87.817700751,"(42.002601552, -87.817700751)"
3556940,HK641410,09/22/2004 08:19:50 PM,062XX S EVANS AVE,2860,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,RESIDENCE,false,false,0313,003,20,42,24,1182292,1863851,2004,04/15/2016 08:55:02 AM,41.781625079,-87.607215695,"(41.781625079, -87.607215695)"
3556941,HK627504,09/16/2004 11:30:00 AM,043XX W 19TH ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,CHA PARKING LOT/GROUNDS,true,false,1012,010,24,29,18,1147745,1890293,2004,04/15/2016 08:55:02 AM,41.854916478,-87.733197202,"(41.854916478, -87.733197202)"
3556942,HK612928,09/09/2004 06:00:00 AM,059XX S CALUMET AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0234,002,20,40,05,1179500,1865612,2004,04/15/2016 08:55:02 AM,41.786521675,-87.617397983,"(41.786521675, -87.617397983)"
3556943,HK642536,09/20/2004 08:30:00 AM,009XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,012,25,28,06,1160530,1895725,2004,04/15/2016 08:55:02 AM,41.86956763,-87.686120171,"(41.86956763, -87.686120171)"
3556944,HK639489,09/21/2004 11:00:00 PM,048XX N BROADWAY,0460,BATTERY,SIMPLE,ALLEY,true,false,2033,020,48,3,08B,1167444,1932215,2004,04/15/2016 08:55:02 AM,41.969552424,-87.659684703,"(41.969552424, -87.659684703)"
3556946,HK622101,09/13/2004 09:53:00 PM,002XX W 95TH ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0511,005,21,49,06,1176383,1841945,2004,04/15/2016 08:55:02 AM,41.721647275,-87.629536303,"(41.721647275, -87.629536303)"
3556947,HK627506,09/16/2004 11:45:00 AM,043XX W 19TH ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,CHA PARKING LOT/GROUNDS,true,false,1012,010,24,29,18,1147745,1890293,2004,04/15/2016 08:55:02 AM,41.854916478,-87.733197202,"(41.854916478, -87.733197202)"
3556948,HK640752,09/20/2004 04:00:00 PM,048XX N MILWAUKEE AVE,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,1623,016,45,11,08A,1139924,1931464,2004,04/15/2016 08:55:02 AM,41.9680408,-87.760895536,"(41.9680408, -87.760895536)"
3556949,HK613532,09/09/2004 09:00:00 PM,004XX E 45TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0222,002,3,38,08B,1179983,1874947,2004,04/15/2016 08:55:02 AM,41.812126694,-87.61534118,"(41.812126694, -87.61534118)"
3556950,HK642530,09/22/2004 09:00:00 PM,073XX S PAULINA ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0735,007,17,67,26,1166281,1856102,2004,04/15/2016 08:55:02 AM,41.760716823,-87.666136141,"(41.760716823, -87.666136141)"
3556951,HK642281,09/23/2004 09:00:00 AM,092XX S LUELLA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0413,004,7,48,26,1192779,1844323,2004,04/15/2016 08:55:02 AM,41.727789215,-87.569404217,"(41.727789215, -87.569404217)"
3556952,HK591985,08/30/2004 07:00:00 PM,009XX N DRAKE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ABANDONED BUILDING,true,false,1121,011,27,23,18,1152538,1906113,2004,04/15/2016 08:55:02 AM,41.898234987,-87.715186457,"(41.898234987, -87.715186457)"
3556953,HK642445,09/22/2004 06:00:00 PM,033XX W 87TH ST,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,false,false,0834,008,18,70,06,1155555,1846697,2004,04/15/2016 08:55:02 AM,41.735129523,-87.705699176,"(41.735129523, -87.705699176)"
3556954,HK639885,09/21/2004 10:00:00 PM,063XX W IRVING PARK RD,0610,BURGLARY,FORCIBLE ENTRY,PARK PROPERTY,false,false,1633,016,38,17,05,1133336,1925915,2004,04/15/2016 08:55:02 AM,41.952932011,-87.785250058,"(41.952932011, -87.785250058)"
3556955,HK627507,09/16/2004 12:00:00 PM,043XX W 19TH ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,CHA PARKING LOT/GROUNDS,true,false,1012,010,24,29,18,1147745,1890293,2004,04/15/2016 08:55:02 AM,41.854916478,-87.733197202,"(41.854916478, -87.733197202)"
3556956,HK640798,09/22/2004 03:00:00 PM,065XX W HIGHLAND AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,1611,016,41,10,08A,1131851,1941750,2004,04/15/2016 08:55:02 AM,41.996410718,-87.79034014,"(41.996410718, -87.79034014)"
3556957,HK635469,09/18/2004 06:30:00 PM,059XX S THROOP ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0713,007,16,67,26,1168677,1865323,2004,04/15/2016 08:55:02 AM,41.785969074,-87.657088943,"(41.785969074, -87.657088943)"
3556958,HK615463,09/09/2004 04:30:00 PM,004XX E 40TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0213,002,3,38,14,1179914,1878240,2004,04/15/2016 08:55:02 AM,41.821164532,-87.615493365,"(41.821164532, -87.615493365)"
3556959,HK627512,09/16/2004 12:00:00 PM,043XX W 19TH ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,CHA PARKING LOT/GROUNDS,true,false,1012,010,24,29,18,1147745,1890293,2004,04/15/2016 08:55:02 AM,41.854916478,-87.733197202,"(41.854916478, -87.733197202)"
3556960,HK632034,09/18/2004 01:40:00 PM,064XX S PARNELL AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,true,false,0722,007,20,68,18,1173727,1862150,2004,04/15/2016 08:55:02 AM,41.777151525,-87.638667225,"(41.777151525, -87.638667225)"
3556961,HK639690,09/22/2004 04:05:00 AM,024XX W MONROE ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,CHA APARTMENT,false,true,1125,011,2,28,04B,1159921,1899604,2004,04/15/2016 08:55:02 AM,41.880224549,-87.688248952,"(41.880224549, -87.688248952)"
3556962,HK639313,09/21/2004 09:10:00 PM,037XX W FLOURNOY ST,0560,ASSAULT,SIMPLE,APARTMENT,true,false,1133,011,24,27,08A,1151662,1896776,2004,04/15/2016 08:55:02 AM,41.872630553,-87.718649604,"(41.872630553, -87.718649604)"
3556963,HK642528,09/23/2004 12:00:00 AM,051XX W GRACE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1634,016,45,15,06,1141456,1924778,2004,04/15/2016 08:55:02 AM,41.9496656,-87.755428201,"(41.9496656, -87.755428201)"
3556964,HK640874,09/22/2004 03:45:00 PM,056XX W LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1622,016,45,15,08B,1137846,1931351,2004,04/15/2016 08:55:02 AM,41.967768561,-87.768539047,"(41.967768561, -87.768539047)"
3556965,HK609371,09/07/2004 11:25:00 PM,010XX N MONTICELLO AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),OTHER,true,false,1112,011,27,23,18,1151855,1906690,2004,04/15/2016 08:55:02 AM,41.899831808,-87.71767987,"(41.899831808, -87.71767987)"
3556966,HK635472,09/19/2004 11:30:00 AM,070XX S EGGLESTON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0732,007,6,68,06,1174496,1858265,2004,04/15/2016 08:55:02 AM,41.766473561,-87.635963581,"(41.766473561, -87.635963581)"
3556967,HK615546,09/10/2004 09:04:00 PM,053XX S PRAIRIE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0232,002,3,40,05,1178947,1869711,2004,04/15/2016 08:55:02 AM,41.797782337,-87.619300725,"(41.797782337, -87.619300725)"
3556968,HK640998,09/22/2004 04:00:00 PM,053XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2013,020,48,77,14,1165065,1935365,2004,04/15/2016 08:55:02 AM,41.978247133,-87.668342378,"(41.978247133, -87.668342378)"
3556969,HK627518,09/16/2004 12:40:00 PM,043XX W 19TH ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,CHA PARKING LOT/GROUNDS,true,false,1012,010,24,29,18,1147745,1890293,2004,04/15/2016 08:55:02 AM,41.854916478,-87.733197202,"(41.854916478, -87.733197202)"
3556970,HK640430,09/21/2004 02:50:00 PM,031XX W MADISON ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1124,011,28,27,08A,1155440,1899850,2004,04/15/2016 08:55:02 AM,41.880990844,-87.704696121,"(41.880990844, -87.704696121)"
3556971,HK615487,09/10/2004 09:01:32 PM,037XX S WABASH AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,true,false,0211,002,3,35,04B,1177338,1880387,2004,04/15/2016 08:55:02 AM,41.827114745,-87.624878386,"(41.827114745, -87.624878386)"
3556972,HK640195,09/21/2004 11:30:00 PM,066XX W DEVON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1611,016,41,10,26,1130666,1942073,2004,04/15/2016 08:55:02 AM,41.997317596,-87.794691846,"(41.997317596, -87.794691846)"
3556973,HK596729,09/01/2004 09:30:00 PM,049XX W FERDINAND ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1532,015,28,25,18,1143442,1902881,2004,04/15/2016 08:55:02 AM,41.889540985,-87.748676583,"(41.889540985, -87.748676583)"
3556974,HK641070,09/22/2004 05:20:00 PM,038XX N AUSTIN AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1633,016,38,17,03,1135669,1925086,2004,04/15/2016 08:55:02 AM,41.950615888,-87.776693456,"(41.950615888, -87.776693456)"
3556975,HK631388,09/15/2004 09:00:00 AM,044XX S FEDERAL ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,CHA APARTMENT,true,false,0221,002,3,38,18,1176436,1875603,2004,04/15/2016 08:55:02 AM,41.814007401,-87.628331665,"(41.814007401, -87.628331665)"
3556976,HK642572,09/23/2004 05:00:00 AM,040XX S CAMPBELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0914,009,12,58,05,1160363,1877704,2004,04/15/2016 08:55:02 AM,41.820119518,-87.687231006,"(41.820119518, -87.687231006)"
3556977,HK642398,09/22/2004 06:00:00 PM,089XX S ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER RAILROAD PROP / TRAIN DEPOT,false,false,2221,022,21,73,14,1167235,1845492,2004,04/15/2016 08:55:02 AM,41.731581122,-87.66294264,"(41.731581122, -87.66294264)"
3556978,HK634191,09/19/2004 04:23:23 PM,014XX W 59TH ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,true,false,0713,007,16,67,18,1167545,1865614,2004,04/15/2016 08:55:02 AM,41.78679197,-87.661231067,"(41.78679197, -87.661231067)"
3556979,HK640351,09/22/2004 11:45:00 AM,073XX N OTTAWA AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,1611,016,41,9,26,1124407,1948020,2004,04/15/2016 08:55:02 AM,42.013742454,-87.817585015,"(42.013742454, -87.817585015)"
